template_id,profile_id,source_file,source_row,time,protocol,srcIp,dstIp,srcPort,dstPort,srcNumPackets,dstNumPackets,srcPayloadSize,dstPayloadSize,flowDuration,is_control_protocol
profile_15:274876,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,274876,2017-04-11 12:14:51.819381,ntp,192.168.1.159,54.252.165.245,49839,123,1,1,48,48,2.0,0
profile_15:275052,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275052,2017-04-11 12:40:17.123277,ntp,192.168.1.159,27.124.125.251,43854,123,1,1,48,48,52.0,0
profile_15:275141,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275141,2017-04-11 12:53:24.150758,http,192.168.1.192,192.168.1.159,60358,80,1,5,159,1533,1.0,0
profile_15:275173,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275173,2017-04-11 12:58:24.292269,http,192.168.1.192,192.168.1.159,60391,80,1,5,159,1533,0.0,0
profile_15:275289,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275289,2017-04-11 13:15:34.794501,http,192.168.1.192,192.168.1.159,60505,80,1,4,159,1533,1.0,0
profile_15:275302,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275302,2017-04-11 13:17:14.841428,http,192.168.1.192,192.168.1.159,60515,80,1,5,159,1533,1.0,0
profile_15:275323,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275323,2017-04-11 13:20:19.357178,dns,192.168.1.159,192.168.1.1,42598,53,1,1,33,49,183.0,0
profile_15:275331,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275331,2017-04-11 13:20:40.402492,dns,192.168.1.159,192.168.1.1,46443,53,1,1,40,104,422.0,0
profile_15:275396,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275396,2017-04-11 13:23:32.851410,ntp,192.168.1.159,27.124.125.251,38139,123,1,1,48,48,53.0,0
profile_15:275470,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275470,2017-04-11 13:30:43.755880,ntp,192.168.1.159,54.252.165.245,42581,123,1,1,48,48,2.0,0
profile_15:275594,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275594,2017-04-11 13:46:11.112601,ntp,192.168.1.159,27.124.125.251,53244,123,1,1,48,48,53.0,0
profile_15:275668,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275668,2017-04-11 13:56:15.970041,http,192.168.1.192,192.168.1.159,60772,80,1,6,159,1627,1.0,0
profile_15:275717,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275717,2017-04-11 14:03:25.206457,ntp,192.168.1.159,13.55.50.68,43329,123,1,1,48,48,2.0,0
profile_15:275728,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275728,2017-04-11 14:04:56.233915,http,192.168.1.192,192.168.1.159,60828,80,1,5,159,1533,1.0,0
profile_15:275744,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275744,2017-04-11 14:07:26.295603,http,192.168.1.192,192.168.1.159,60845,80,1,3,159,1533,2.0,0
profile_15:275941,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275941,2017-04-11 14:35:27.127384,http,192.168.1.192,192.168.1.159,32798,80,1,5,159,1533,0.0,0
profile_15:275955,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,275955,2017-04-11 14:37:47.177901,http,192.168.1.192,192.168.1.159,32813,80,1,5,159,1533,0.0,0
profile_15:276003,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276003,2017-04-11 14:45:07.384602,http,192.168.1.192,192.168.1.159,32862,80,1,3,159,1533,2.0,0
profile_15:276059,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276059,2017-04-11 14:53:47.635676,http,192.168.1.192,192.168.1.159,32919,80,1,5,159,1533,0.0,0
profile_15:276063,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276063,2017-04-11 14:54:27.664071,http,192.168.1.192,192.168.1.159,32923,80,1,4,159,1533,1.0,0
profile_15:276122,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276122,2017-04-11 15:02:57.901666,http,192.168.1.192,192.168.1.159,32979,80,1,5,159,1668,1.0,0
profile_15:276182,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276182,2017-04-11 15:05:07.971056,http,192.168.1.192,192.168.1.159,32993,80,1,3,159,1533,1.0,0
profile_15:276250,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276250,2017-04-11 15:11:08.137721,http,192.168.1.192,192.168.1.159,33032,80,1,4,159,1533,2.0,0
profile_15:276387,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276387,2017-04-11 15:20:27.601903,http,192.168.1.159,130.211.93.93,54578,80,2,1,726,231,568.0,0
profile_15:276563,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276563,2017-04-11 15:39:28.965641,http,192.168.1.192,192.168.1.159,33218,80,1,5,159,2069,2.0,0
profile_15:276607,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276607,2017-04-11 15:46:09.152065,http,192.168.1.192,192.168.1.159,33264,80,1,4,159,1531,11.0,0
profile_15:276670,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276670,2017-04-11 15:55:09.414393,http,192.168.1.192,192.168.1.159,33325,80,1,5,159,1531,0.0,0
profile_15:276675,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276675,2017-04-11 15:55:39.427320,http,192.168.1.192,192.168.1.159,33328,80,1,5,159,1531,0.0,0
profile_15:276727,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276727,2017-04-11 16:03:29.658245,http,192.168.1.192,192.168.1.159,33380,80,1,4,159,1531,1.0,0
profile_15:276799,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,276799,2017-04-11 16:12:29.921105,http,192.168.1.192,192.168.1.159,33439,80,1,5,159,1531,0.0,0
profile_15:277024,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,277024,2017-04-11 16:38:50.677708,http,192.168.1.192,192.168.1.159,33611,80,1,3,159,1531,2.0,0
profile_15:277102,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,277102,2017-04-11 16:47:36.406167,http,192.168.1.159,130.211.67.12,46154,80,2,1,1001,198,569.0,0
profile_15:277170,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,277170,2017-04-11 16:51:08.468671,ntp,192.168.1.159,13.55.50.68,35491,123,1,1,48,48,2.0,0
profile_15:277175,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,277175,2017-04-11 16:51:38.701977,ntp,192.168.1.159,104.156.232.147,55322,123,1,1,48,48,1.0,0
profile_15:277259,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,277259,2017-04-11 17:00:01.187215,ntp,192.168.1.159,104.156.232.147,54945,123,1,1,48,48,1.0,0
profile_15:277488,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,277488,2017-04-11 17:30:12.175729,http,192.168.1.192,192.168.1.159,33948,80,1,3,159,1531,1.0,0
profile_15:277621,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,277621,2017-04-11 17:49:06.693242,ntp,192.168.1.159,74.120.8.2,51327,123,1,1,48,48,207.0,0
profile_15:277710,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,277710,2017-04-11 18:02:33.111345,http,192.168.1.192,192.168.1.159,34163,80,1,5,159,1531,0.0,0
profile_15:277789,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,277789,2017-04-11 18:14:03.438774,http,192.168.1.192,192.168.1.159,34239,80,1,5,159,1531,1.0,0
profile_15:277830,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,277830,2017-04-11 18:20:13.620480,http,192.168.1.192,192.168.1.159,34278,80,1,4,159,1531,1.0,0
profile_15:277832,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,277832,2017-04-11 18:20:33.624799,http,192.168.1.192,192.168.1.159,34281,80,1,3,159,1531,1.0,0
profile_15:278051,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278051,2017-04-11 18:41:44.241644,http,192.168.1.192,192.168.1.159,34419,80,1,5,159,1531,0.0,0
profile_15:278094,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278094,2017-04-11 18:45:54.497371,ntp,192.168.1.159,14.202.204.182,54583,123,1,1,48,48,30.0,0
profile_15:278272,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278272,2017-04-11 19:09:15.041996,http,192.168.1.192,192.168.1.159,34600,80,1,5,159,1531,1.0,0
profile_15:278275,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278275,2017-04-11 19:09:45.054095,http,192.168.1.192,192.168.1.159,34603,80,1,5,159,1531,0.0,0
profile_15:278335,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278335,2017-04-11 19:17:25.277314,http,192.168.1.192,192.168.1.159,34655,80,1,3,159,1531,1.0,0
profile_15:278353,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278353,2017-04-11 19:20:25.361369,http,192.168.1.192,192.168.1.159,34675,80,1,5,159,1531,0.0,0
profile_15:278429,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278429,2017-04-11 19:31:05.671885,http,192.168.1.192,192.168.1.159,34744,80,1,5,159,1531,0.0,0
profile_15:278512,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278512,2017-04-11 19:37:35.859147,http,192.168.1.192,192.168.1.159,34787,80,1,3,159,1531,2.0,0
profile_15:278699,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278699,2017-04-11 20:06:06.682837,http,192.168.1.192,192.168.1.159,34974,80,1,3,159,1531,1.0,0
profile_15:278725,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278725,2017-04-11 20:09:56.794201,http,192.168.1.192,192.168.1.159,34998,80,1,4,159,1531,2.0,0
profile_15:278782,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278782,2017-04-11 20:17:47.025275,http,192.168.1.192,192.168.1.159,35052,80,1,4,159,1531,2.0,0
profile_15:278862,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278862,2017-04-11 20:30:27.391211,http,192.168.1.192,192.168.1.159,35135,80,1,5,159,1531,0.0,0
profile_15:278921,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278921,2017-04-11 20:32:47.463963,http,192.168.1.192,192.168.1.159,35150,80,1,6,159,1585,0.0,0
profile_15:278958,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,278958,2017-04-11 20:35:37.546694,http,192.168.1.192,192.168.1.159,35169,80,1,4,159,1531,2.0,0
profile_15:279098,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279098,2017-04-11 20:51:28.000668,http,192.168.1.192,192.168.1.159,35272,80,1,4,159,1531,0.0,0
profile_15:279161,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279161,2017-04-11 20:59:28.227607,http,192.168.1.192,192.168.1.159,35325,80,1,5,159,1531,0.0,0
profile_15:279243,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279243,2017-04-11 21:10:09.423697,http,192.168.1.159,5.79.62.93,60617,80,2,1,1895,871,614.0,0
profile_15:279342,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279342,2017-04-11 21:24:25.850729,ntp,192.168.1.159,54.252.165.245,45426,123,1,1,48,48,2.0,0
profile_15:279504,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279504,2017-04-11 21:48:19.657385,http,192.168.1.192,192.168.1.159,35650,80,1,4,159,1531,1.0,0
profile_15:279568,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279568,2017-04-11 21:58:19.951264,http,192.168.1.192,192.168.1.159,35715,80,1,5,159,1531,0.0,0
profile_15:279635,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279635,2017-04-11 22:08:50.257702,http,192.168.1.192,192.168.1.159,35784,80,1,5,159,1531,334.0,0
profile_15:279732,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279732,2017-04-11 22:15:43.706390,ntp,192.168.1.159,198.245.51.213,42043,123,1,1,48,48,220.0,0
profile_15:279770,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279770,2017-04-11 22:19:00.544922,http,192.168.1.192,192.168.1.159,35851,80,1,5,159,1531,0.0,0
profile_15:279892,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279892,2017-04-11 22:32:50.965994,http,192.168.1.192,192.168.1.159,35942,80,1,5,159,1531,0.0,0
profile_15:279919,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279919,2017-04-11 22:36:01.057816,http,192.168.1.192,192.168.1.159,35963,80,1,5,159,1531,1.0,0
profile_15:279928,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279928,2017-04-11 22:37:24.572085,ntp,192.168.1.159,129.250.35.251,49830,123,1,1,48,48,144.0,0
profile_15:279946,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,279946,2017-04-11 22:39:41.161116,http,192.168.1.192,192.168.1.159,35986,80,1,3,159,1531,2.0,0
profile_15:280224,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280224,2017-04-11 23:18:32.278401,http,192.168.1.192,192.168.1.159,36244,80,1,5,159,1531,2.0,0
profile_15:280240,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280240,2017-04-11 23:20:32.329716,http,192.168.1.192,192.168.1.159,36256,80,1,3,159,1531,2.0,0
profile_15:280303,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280303,2017-04-11 23:30:22.614949,http,192.168.1.192,192.168.1.159,36320,80,1,4,159,1531,2.0,0
profile_15:280311,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280311,2017-04-11 23:31:42.671257,http,192.168.1.192,192.168.1.159,36330,80,1,5,159,1531,0.0,0
profile_15:280366,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280366,2017-04-11 23:40:55.147815,http,192.168.1.192,192.168.1.159,40959,80,1,5,159,1531,0.0,0
profile_15:280378,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280378,2017-04-11 23:42:55.242307,http,192.168.1.192,192.168.1.159,40972,80,1,5,159,1531,0.0,0
profile_15:280427,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280427,2017-04-11 23:47:43.831635,http,192.168.1.159,130.211.67.12,46203,80,2,1,1001,199,577.0,0
profile_15:280544,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280544,2017-04-11 23:56:25.881298,http,192.168.1.192,192.168.1.159,41061,80,1,4,159,1531,2.0,0
profile_15:280725,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280725,2017-04-12 00:17:56.884341,http,192.168.1.192,192.168.1.159,41202,80,1,5,159,1531,0.0,0
profile_15:280741,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280741,2017-04-12 00:20:16.996433,http,192.168.1.192,192.168.1.159,41217,80,1,5,159,1531,1.0,0
profile_15:280778,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280778,2017-04-12 00:25:47.254153,http,192.168.1.192,192.168.1.159,41254,80,1,5,159,1531,1.0,0
profile_15:280855,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280855,2017-04-12 00:36:37.768160,http,192.168.1.192,192.168.1.159,41326,80,1,4,159,1531,1.0,0
profile_15:280873,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280873,2017-04-12 00:39:37.908260,http,192.168.1.192,192.168.1.159,41345,80,1,4,159,1531,1.0,0
profile_15:280879,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,280879,2017-04-12 00:40:07.930976,http,192.168.1.192,192.168.1.159,41348,80,1,5,159,1531,0.0,0
profile_15:281162,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,281162,2017-04-12 01:20:04.245139,dns,192.168.1.159,192.168.1.1,58508,53,1,1,40,95,300.0,0
profile_15:281380,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,281380,2017-04-12 01:38:56.273342,ntp,192.168.1.159,103.236.162.131,55800,123,1,1,48,48,14.0,0
profile_15:281405,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,281405,2017-04-12 01:42:10.837675,http,192.168.1.192,192.168.1.159,41756,80,1,5,159,1531,0.0,0
profile_15:281473,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,281473,2017-04-12 01:51:00.133203,ntp,192.168.1.159,129.250.35.251,52003,123,1,1,48,48,144.0,0
profile_15:281493,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,281493,2017-04-12 01:53:21.355466,http,192.168.1.192,192.168.1.159,41828,80,1,5,159,1531,1.0,0
profile_15:281517,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,281517,2017-04-12 01:57:01.525495,http,192.168.1.192,192.168.1.159,41853,80,1,4,159,1531,1.0,0
profile_15:281535,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,281535,2017-04-12 01:59:31.647584,http,192.168.1.192,192.168.1.159,41869,80,1,4,159,1531,2.0,0
profile_15:281892,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,281892,2017-04-12 02:39:06.927252,ntp,192.168.1.159,129.250.35.251,35412,123,1,1,48,48,143.0,0
profile_15:281922,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,281922,2017-04-12 02:42:25.966754,ntp,192.168.1.159,129.250.35.250,49425,123,1,1,48,48,166.0,0
profile_15:281981,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,281981,2017-04-12 02:50:03.996939,http,192.168.1.192,192.168.1.159,42201,80,1,4,159,1531,1.0,0
profile_15:282156,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282156,2017-04-12 03:13:10.727834,ntp,192.168.1.159,129.250.35.251,51129,123,1,1,48,48,144.0,0
profile_15:282257,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282257,2017-04-12 03:27:45.779302,http,192.168.1.192,192.168.1.159,42447,80,1,5,159,1531,0.0,0
profile_15:282281,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282281,2017-04-12 03:31:07.211883,ntp,192.168.1.159,129.250.35.250,47091,123,1,1,48,48,161.0,0
profile_15:282333,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282333,2017-04-12 03:39:06.314826,http,192.168.1.192,192.168.1.159,42524,80,1,5,159,1531,1.0,0
profile_15:282394,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282394,2017-04-12 03:48:36.762228,http,192.168.1.192,192.168.1.159,42585,80,1,5,159,1531,0.0,0
profile_15:282408,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282408,2017-04-12 03:50:56.872172,http,192.168.1.192,192.168.1.159,42601,80,1,3,159,1531,2.0,0
profile_15:282685,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282685,2017-04-12 04:19:38.215305,http,192.168.1.192,192.168.1.159,42790,80,1,5,159,1531,0.0,0
profile_15:282753,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282753,2017-04-12 04:27:38.594965,http,192.168.1.192,192.168.1.159,42842,80,1,4,159,1531,2.0,0
profile_15:282882,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282882,2017-04-12 04:44:35.722423,ntp,192.168.1.159,54.252.129.186,57839,123,1,1,48,48,2.0,0
profile_15:282893,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282893,2017-04-12 04:46:09.455490,http,192.168.1.192,192.168.1.159,42965,80,1,4,159,1531,1.0,0
profile_15:282901,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282901,2017-04-12 04:47:09.505389,http,192.168.1.192,192.168.1.159,42971,80,1,5,159,1531,0.0,0
profile_15:282912,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,282912,2017-04-12 04:48:59.589456,http,192.168.1.192,192.168.1.159,42982,80,1,5,159,1531,0.0,0
profile_15:283048,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283048,2017-04-12 05:08:30.278075,ntp,192.168.1.159,203.114.73.24,36702,123,1,1,48,48,2.0,0
profile_15:283069,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283069,2017-04-12 05:10:50.587395,http,192.168.1.192,192.168.1.159,43127,80,1,5,159,1531,0.0,0
profile_15:283171,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283171,2017-04-12 05:26:01.302050,http,192.168.1.192,192.168.1.159,43228,80,1,5,159,1531,0.0,0
profile_15:283183,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283183,2017-04-12 05:27:51.390406,http,192.168.1.192,192.168.1.159,43239,80,1,5,159,1531,0.0,0
profile_15:283340,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283340,2017-04-12 05:39:51.956183,http,192.168.1.192,192.168.1.159,43321,80,1,5,159,1531,0.0,0
profile_15:283344,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283344,2017-04-12 05:40:09.748070,ntp,192.168.1.159,129.250.35.250,35682,123,1,1,48,48,144.0,0
profile_15:283655,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283655,2017-04-12 06:20:53.859565,http,192.168.1.192,192.168.1.159,43593,80,1,5,159,1531,0.0,0
profile_15:283686,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283686,2017-04-12 06:25:24.069582,http,192.168.1.192,192.168.1.159,43623,80,1,4,159,1531,1.0,0
profile_15:283727,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283727,2017-04-12 06:29:58.417790,http,192.168.1.159,5.79.62.93,60670,80,2,3,1879,1619,877.0,0
profile_15:283738,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283738,2017-04-12 06:30:02.613516,http,192.168.1.159,130.211.93.93,54694,80,2,1,726,232,622.0,0
profile_15:283793,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283793,2017-04-12 06:30:36.945192,dns,192.168.1.159,192.168.1.1,48216,53,1,1,36,52,0.0,0
profile_15:283822,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283822,2017-04-12 06:31:44.359126,http,192.168.1.192,192.168.1.159,43667,80,1,5,159,1533,0.0,0
profile_15:283893,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283893,2017-04-12 06:42:34.856193,http,192.168.1.192,192.168.1.159,43744,80,1,4,159,1533,2.0,0
profile_15:283974,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,283974,2017-04-12 06:48:56.250537,ntp,192.168.1.159,129.250.35.250,42737,123,1,1,48,48,146.0,0
profile_15:284047,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284047,2017-04-12 06:55:15.458985,http,192.168.1.192,192.168.1.159,43826,80,1,3,159,1533,2.0,0
profile_15:284097,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284097,2017-04-12 07:00:25.701226,http,192.168.1.192,192.168.1.159,43860,80,1,4,159,1533,1.0,0
profile_15:284141,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284141,2017-04-12 07:05:55.962902,http,192.168.1.192,192.168.1.159,43896,80,1,6,159,1549,0.0,0
profile_15:284186,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284186,2017-04-12 07:10:56.208856,http,192.168.1.192,192.168.1.159,43929,80,1,5,159,1533,0.0,0
profile_15:284246,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284246,2017-04-12 07:18:37.156908,ntp,192.168.1.159,27.124.125.251,38628,123,1,1,48,48,53.0,0
profile_15:284258,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284258,2017-04-12 07:20:26.631812,http,192.168.1.192,192.168.1.159,43991,80,1,5,159,2103,5.0,0
profile_15:284386,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284386,2017-04-12 07:38:57.485430,http,192.168.1.192,192.168.1.159,44113,80,1,4,159,1601,2.0,0
profile_15:284633,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284633,2017-04-12 08:05:56.862307,ntp,192.168.1.159,192.189.54.33,43970,123,1,1,48,48,3.0,0
profile_15:284647,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284647,2017-04-12 08:07:08.793506,http,192.168.1.192,192.168.1.159,44300,80,1,5,159,1533,0.0,0
profile_15:284724,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284724,2017-04-12 08:15:49.202825,http,192.168.1.192,192.168.1.159,44356,80,1,6,159,1546,0.0,0
profile_15:284778,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284778,2017-04-12 08:22:33.667273,ntp,192.168.1.159,192.189.54.33,47684,123,1,1,48,48,3.0,0
profile_15:284779,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284779,2017-04-12 08:22:39.511963,http,192.168.1.192,192.168.1.159,44401,80,1,5,159,1533,0.0,0
profile_15:284804,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284804,2017-04-12 08:25:59.673197,http,192.168.1.192,192.168.1.159,44422,80,1,5,159,1533,0.0,0
profile_15:284809,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284809,2017-04-12 08:26:43.265866,ntp,192.168.1.159,103.236.162.131,54535,123,1,1,48,48,14.0,0
profile_15:284985,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284985,2017-04-12 08:52:00.876357,http,192.168.1.192,192.168.1.159,44595,80,1,4,159,1533,1.0,0
profile_15:284996,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,284996,2017-04-12 08:53:40.957067,http,192.168.1.192,192.168.1.159,44605,80,1,4,159,1533,2.0,0
profile_15:285102,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285102,2017-04-12 09:09:31.680622,http,192.168.1.192,192.168.1.159,44711,80,1,5,159,1533,0.0,0
profile_15:285139,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285139,2017-04-12 09:14:01.893802,http,192.168.1.192,192.168.1.159,44740,80,1,5,159,1533,0.0,0
profile_15:285173,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285173,2017-04-12 09:19:40.248124,ntp,192.168.1.159,54.252.165.245,33579,123,1,1,48,48,2.0,0
profile_15:285255,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285255,2017-04-12 09:31:17.149972,dns,192.168.1.159,192.168.1.1,56472,53,1,1,41,57,0.0,0
profile_15:285345,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285345,2017-04-12 09:36:25.985432,ntp,192.168.1.159,203.135.184.123,38247,123,1,1,48,48,49.0,0
profile_15:285365,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285365,2017-04-12 09:38:33.004459,http,192.168.1.192,192.168.1.159,44902,80,1,4,159,1533,1.0,0
profile_15:285383,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285383,2017-04-12 09:40:13.082822,http,192.168.1.192,192.168.1.159,44914,80,1,5,159,1533,1.0,0
profile_15:285393,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285393,2017-04-12 09:41:13.131791,http,192.168.1.192,192.168.1.159,44921,80,1,4,159,1533,2.0,0
profile_15:285402,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285402,2017-04-12 09:42:06.581618,ntp,192.168.1.159,54.252.165.245,42800,123,1,1,48,48,2.0,0
profile_15:285523,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285523,2017-04-12 09:57:25.965469,ntp,192.168.1.159,13.55.50.68,58570,123,1,1,48,48,2.0,0
profile_15:285657,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285657,2017-04-12 10:15:24.742748,http,192.168.1.192,192.168.1.159,45145,80,1,5,159,1533,0.0,0
profile_15:285712,profile_15,flows/PhilipsHue_0017882b9a25_flows.csv,285712,2017-04-12 10:23:25.122648,http,192.168.1.192,192.168.1.159,45197,80,1,4,159,1533,1.0,0
